timestamp,pressed_key,finger_name,hand_used,finger_x,finger_y,key_x1,key_y1,key_x2,key_y2,dx,dy,distance,norm_dx,norm_dy,norm_distance
1760943080.4883866,a,Pinky,Left,385,492,371,462,402,496,-1,13,13.038404810405298,-0.00078125,0.018055555555555554,0.008878089590528363
1760943085.2708764,s,Ring,Left,427,472,408,461,437,493,5,-5,7.0710678118654755,0.00390625,-0.006944444444444444,0.004814820098570908
1760943086.0498955,d,Middle,Left,467,474,444,460,473,492,9,-2,9.219544457292887,0.00703125,-0.002777777777777778,0.0062777573534443035
1760943086.5056427,f,Index,Left,499,482,481,459,509,490,4,8,8.94427190999916,0.003125,0.011111111111111112,0.0060903192141762
1760943087.320684,j,Index,Right,606,475,589,455,619,488,2,4,4.47213595499958,0.0015625,0.005555555555555556,0.0030451596070881
1760943089.75516,k,Middle,Right,641,467,626,454,655,486,1,-3,3.1622776601683795,0.00078125,-0.004166666666666667,0.002153253007967358
1760943090.1730728,l,Ring,Right,678,464,662,454,691,485,2,-5,5.385164807134504,0.0015625,-0.006944444444444444,0.0036668577416269334
1760943092.1603556,p,Pinky,Right,713,457,687,418,717,448,11,24,26.40075756488817,0.00859375,0.03333333333333333,0.017976761293056573
1760943096.7752357,comma,Ring,Right,668,500,645,490,674,523,9,-6,10.816653826391969,0.00703125,-0.008333333333333333,0.00736525849111554
1760943098.0287948,m,Index,Right,605,476,608,492,638,525,-18,-32,36.71511950137164,-0.0140625,-0.044444444444444446,0.024999999999999998
1760943102.1821826,m,Index,Right,617,509,608,492,638,525,-6,1,6.082762530298219,-0.0046875,0.001388888888888889,0.004141864859020119
1760943104.1674454,m,Middle,Right,638,503,608,492,638,525,15,-5,15.811388300841896,0.01171875,-0.006944444444444444,0.010766265039836789
1760943105.678401,comma,Ring,Right,670,500,645,490,674,523,11,-6,12.529964086141668,0.00859375,-0.008333333333333333,0.008531882951976747
1760943107.6413333,comma,Pinky,Right,675,507,645,490,674,523,16,1,16.0312195418814,0.0125,0.001388888888888889,0.010915952174200664
1760943108.6194422,x,Ring,Left,426,469,426,497,456,530,-15,-44,46.486557196677836,-0.01171875,-0.06111111111111111,0.031653551607629345
1760943109.5595307,z,Index,Right,602,477,544,420,573,452,44,41,60.14149981501958,0.034375,0.05694444444444444,0.04095145312871224
1760943111.4783413,z,Index,Right,606,476,544,420,573,452,48,40,62.48199740725323,0.0375,0.05555555555555555,0.04254514097721986
1760943112.8049414,z,Index,Left,565,476,544,420,573,452,7,40,40.607881008493905,0.00546875,0.05555555555555555,0.027650652891771765
